Ortholog_Group,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
STM1616,1,0,0,0,1,0,0
STM1617,1,0,0,0,1,0,0
STM1618,0,0,0,0,1,0,0
STM1621,1,0,0,0,0,0,0
STM1623,1,0,0,0,0,0,0
STM1624,0,1,0,0,1,0,0
STM1627,0,0,0,0,0,1,0
STM1628,0,0,1,1,0,1,0
STM1629,0,0,1,0,0,1,0
STM1630,1,1,1,0,0,0,0
STM1632,0,1,0,0,0,0,0
STM1635,0,0,1,1,0,0,0
STM1636,1,0,0,0,1,0,0
STM1649,0,0,0,0,0,1,0
STM1650,0,0,0,1,0,1,1
STM1664,1,1,0,0,0,0,0
STM1665,1,1,0,0,0,0,0
STM1667,0,1,1,0,0,0,0
STM1668,0,0,0,0,1,0,0
STM1669,0,0,0,0,0,1,0
STM1670,0,1,0,0,0,0,0
STM1671,0,1,0,0,0,0,0
STM1672,1,0,1,0,0,0,0
STM1675,0,0,0,1,0,0,0
STM1677,0,0,0,1,0,0,0
STM1678,0,0,0,0,0,0,1
STM1697,1,0,1,0,0,0,0
STM1698,0,0,0,0,1,0,0
STM1698A,0,0,1,0,0,0,0
STM1731,0,1,0,0,0,0,1
STM1733,1,0,0,0,1,0,0
STM1747,1,0,0,0,0,1,0
STM1760,0,1,0,0,0,0,0
STM1787,1,0,0,0,0,0,0
STM1788,0,0,0,1,0,0,0
STM1791,0,0,0,0,0,0,1
STM1792,0,0,0,0,0,1,0
STM1793,0,0,0,0,0,1,0
STM1795,1,0,0,0,0,0,0
STM1809,0,0,0,0,0,1,0
STM1810,1,0,0,0,0,0,0
STM1827,1,0,0,0,0,1,0
STM1829,0,0,1,0,1,0,1
STM1833,1,0,0,0,0,1,0
STM1839,0,0,0,0,0,0,1
STM1841,0,1,0,0,0,0,1
STM1843,1,0,0,0,0,1,0
STM1851,0,0,0,0,1,0,0
STM1856,0,1,1,0,0,0,1
STM1857,0,1,0,0,0,0,0
STM1860,0,0,1,0,0,0,0
STM1861,0,0,0,1,0,0,0
STM1863,0,0,1,0,0,0,0
STM1864,0,0,1,0,0,0,0
STM1865,0,0,0,1,1,0,0
STM1868A,0,1,1,1,0,0,0
STM1871,0,0,0,0,0,1,0
STM1872,0,0,0,1,0,0,0
STM1877,0,0,0,0,0,1,0
STM1896,0,1,1,0,0,1,0
STM1911,0,0,1,0,0,0,0
STM1926,0,1,0,0,1,0,0
STM1941,1,0,0,0,1,1,0
STM1948,0,0,0,0,1,0,0
STM1967,0,0,1,0,0,0,0
STM1988,1,0,0,0,0,0,0
STM1994,0,0,1,0,0,0,0
STM1999,1,0,0,0,0,0,0
STM2005,0,0,0,1,0,1,0
STM2006,1,0,0,1,0,0,0
STM2007,0,0,1,0,0,0,0
STM2008,1,1,0,0,0,1,0
STM2133,0,0,0,1,1,0,1
STM2134,0,1,0,0,0,0,0
STM2135,0,0,0,0,1,0,0
STM2137,0,0,0,0,1,0,0
STM2139,0,1,0,0,0,0,0
STM2161,0,0,0,0,0,0,1
STM2175,0,0,0,0,0,1,0
STM2178,0,1,1,0,0,0,0
STM2179,0,0,1,0,0,1,0
STM2180,0,0,1,1,0,1,0
STM2186,0,1,1,0,0,0,0
STM2195,0,0,0,0,1,0,0
STM2198,0,0,0,0,1,0,0
STM2208,0,0,1,0,0,0,0
STM2209,0,0,1,0,0,0,0
STM2225,0,0,0,0,0,1,0
STM2229,1,0,0,0,0,0,0
STM2230,0,0,0,0,1,0,0
STM2233,0,0,0,1,1,0,0
STM2234,1,0,0,0,0,0,0
STM2236,0,0,0,1,0,0,0
STM2239,0,0,0,1,0,0,0
STM2240,1,0,0,0,0,0,0
STM2242,0,1,1,0,0,0,1
STM2243,0,0,0,1,0,1,0
STM2244,0,0,0,1,0,1,0
STM2245,0,1,0,0,0,0,0
STM2273,0,0,1,0,1,0,0
STM2274,0,1,1,0,0,0,0
STM2275,0,0,1,0,0,0,0
STM2280,0,1,1,0,0,0,1
STM2281,0,1,1,0,0,0,0
STM2289,0,0,0,1,0,0,0
STM2300,0,0,0,0,1,0,0
STM2303,0,0,0,0,1,1,0
STM2340,1,0,1,0,0,1,0
STM2341,1,0,0,0,0,0,0
STM2342,0,1,0,0,0,0,0
STM2343,0,0,1,1,0,0,0
STM2346,0,0,0,1,0,0,0
STM2357,0,0,0,1,0,0,0
STM2358,0,0,0,0,1,0,0
STM2360,0,1,0,0,0,0,0
STM2361,0,1,0,0,1,0,0
STM2372,1,0,0,0,0,0,0
STM2374,0,0,0,0,0,1,0
STM2375,0,1,0,1,0,1,0
STM2376,0,0,0,1,0,0,0
STM2377,1,0,1,1,0,0,0
STM2400,0,1,1,0,0,0,0
STM2405,0,0,0,0,1,0,0
STM2406,0,0,0,0,1,0,1
STM2426,0,0,0,0,1,0,0
STM2434,1,0,0,0,0,0,1
STM2446,1,0,0,0,0,0,0
STM2452,1,0,0,1,0,0,1
STM2453,0,0,0,0,0,0,1
STM2475,1,0,1,1,0,1,0
STM2478,0,0,1,0,0,0,0
STM2484,0,0,0,0,0,1,0
STM2486,0,0,0,0,0,1,1
STM2492,1,0,1,0,0,0,1
STM2494,0,1,1,0,0,0,0
STM2503,0,0,1,0,0,0,1
STM2504,0,0,1,0,0,0,1
STM2505,0,0,0,1,0,1,0
STM2506,0,0,1,0,0,0,1
STM2509,0,0,0,0,0,0,1
STM2527,0,0,0,1,0,1,0
STM2528,1,0,0,1,0,0,0
STM2529,1,0,0,1,1,0,0
STM2530,0,1,1,1,0,0,0
STM2532,1,0,0,1,0,0,0
STM2534,0,0,0,0,1,0,0
STM2545,0,0,1,0,0,0,0
STM2547,0,0,0,0,0,1,0
STM2551,0,0,0,1,0,0,0
STM2552,0,0,0,0,0,0,1
STM2566,0,0,0,1,0,0,0
STM2570,0,1,0,0,0,0,0
STM2571,1,0,0,0,0,0,0
STM2573,0,0,0,0,1,0,0
STM2574,0,0,0,0,0,0,1
STM2585A,0,0,0,1,0,0,0
STM2586,0,0,1,0,0,0,0
STM2588,0,0,0,1,1,0,0
STM2591,0,0,0,1,0,1,1
STM2592,1,0,0,0,0,0,0
STM2593,0,0,0,0,0,1,0
STM2594,0,0,0,1,1,0,1
STM2595,0,0,0,0,1,1,0
STM2596,0,0,0,1,0,0,0
STM2597,0,0,0,1,0,0,0
STM2598,0,0,0,0,0,0,1
STM2600,0,0,0,0,0,1,0
STM2601,1,0,0,1,0,0,0
STM2602,0,0,0,0,1,0,0
STM2603,0,0,0,1,0,0,0
STM2604,1,0,0,1,0,1,0
STM2608,1,0,0,0,0,0,0
STM2609,0,0,1,0,0,0,0
STM2610,0,0,1,0,0,0,0
STM2615,0,0,1,0,0,0,0
STM2616,0,0,1,0,0,0,0
STM2620,0,1,0,0,0,0,0
STM2623,0,0,0,0,1,0,0
STM2624,1,0,0,0,0,1,0
STM2629,0,1,1,0,0,0,0
STM2631,1,0,1,0,0,0,0
STM2635,1,0,0,0,0,0,0
STM2682,1,0,0,0,0,1,0
STM2691,1,0,0,0,1,0,0
STM2692,0,0,0,0,0,1,0
STM2694,0,1,0,0,1,0,0
STM2695,1,0,0,0,0,0,0
STM2696,1,0,0,1,1,0,0
STM2697,0,0,0,1,1,0,0
STM2698,0,0,0,1,1,0,0
STM2699,0,0,0,0,0,0,1
STM2700,1,0,0,1,0,0,1
STM2701,0,0,0,0,0,1,0
STM2702,1,0,0,1,1,0,0
STM2705,1,0,1,0,0,0,0
STM2706,0,0,0,1,0,0,1
STM2708,1,0,0,1,0,0,0
STM2709,1,0,0,0,0,1,0
STM2710,1,0,0,0,0,0,1
STM2712,1,0,0,1,0,0,0
STM2713,1,0,0,0,0,0,0
STM2714,0,0,0,0,0,0,1
STM2715,0,0,0,1,0,0,0
STM2716,0,0,0,1,0,0,0
STM2718,1,0,0,1,1,1,0
STM2719,0,0,0,1,0,0,0
STM2720,0,0,0,0,0,1,0
STM2722,0,0,0,1,0,0,0
STM2723,0,0,1,0,1,0,0
STM2724,0,0,1,0,0,0,0
STM2729,0,0,0,0,0,0,1
STM2730,0,0,0,0,0,1,0
STM2731,0,0,0,1,0,1,0
STM2733,0,0,1,0,0,0,0
STM2734,0,0,1,0,0,0,0
STM2735,0,0,0,0,0,1,0
STM2737,0,0,0,0,0,0,1
STM2738,0,0,0,0,0,0,1
STM2741,0,0,0,1,1,0,0
STM2742,0,0,0,0,0,0,1
STM2743,0,0,0,0,1,0,0
STM2745,1,0,0,0,1,0,0
STM2746,1,1,0,0,0,0,0
STM2747,0,1,0,0,0,0,0
STM2750,0,0,0,0,0,0,1
STM2751,1,0,0,1,0,0,0
STM2753,0,0,0,1,0,1,0
STM2754,0,0,0,0,1,0,1
STM2756,0,0,0,0,0,1,0
STM2757,0,0,0,0,1,0,0
STM2758,0,0,1,0,0,1,0
STM2759,0,0,1,0,0,1,0
STM2760,0,0,0,1,0,0,0
STM2762,0,1,1,0,0,0,0
STM2763,0,1,0,0,0,0,0
STM2764,0,0,1,0,1,0,0
STM2765,0,0,0,0,1,0,1
STM2767,0,0,1,0,0,0,0
STM2768,0,0,1,0,0,0,0
STM2780,1,0,0,0,0,0,0
STM2786,0,0,1,0,0,0,0
STM2787,1,0,0,0,0,0,0
STM2788,1,0,0,0,0,1,0
STM2789,0,1,0,0,0,0,0
STM2797,0,0,1,0,0,0,0
STM2800,0,1,0,0,0,0,0
STM2803,0,0,0,0,1,0,0
STM2804,1,0,0,0,0,0,0
STM2812,0,0,0,1,0,0,0
STM2816,0,0,1,0,0,0,0
STM2821,0,0,0,0,1,1,0
STM2840,0,0,1,1,0,0,0
STM2844,0,0,0,1,1,0,0
STM2870,1,0,1,0,0,0,0
STM2901,0,0,1,0,0,0,0
STM2902,0,0,0,0,1,0,0
STM2903,0,0,0,0,0,1,0
STM2905,0,0,0,0,1,0,0
STM2906,0,1,0,0,0,0,0
STM2908,0,0,1,0,0,0,0
STM2910,0,0,0,1,0,1,1
STM2913,0,0,0,0,0,1,0
STM2922,1,0,0,1,0,0,0
STM2923,0,0,0,0,0,1,0
STM2940,0,0,0,0,0,0,1
STM2942,0,0,0,0,1,0,0
STM2943,0,0,0,0,0,0,1
STM2950,0,0,0,0,1,0,0
STM2955,0,0,0,1,0,0,0
STM2963,0,0,0,0,0,1,0
STM3012,0,0,0,1,0,0,0
STM3020,0,0,1,0,0,0,0
STM3021,1,0,1,0,0,0,0
STM3022,0,1,1,0,0,0,0
STM3025,1,0,0,0,0,0,0
STM3026,0,0,0,1,1,0,0
STM3030,0,0,1,0,0,0,1
STM3031,0,0,1,0,0,1,0
STM3036,0,0,0,0,0,1,0
STM3052,0,1,0,0,0,0,0
STM3072,0,0,0,1,0,1,0
STM3073,1,0,0,0,0,1,0
STM3074,1,0,0,0,0,0,0
STM3075,0,0,0,0,0,0,1
STM3079,0,0,0,1,1,0,0
STM3080,0,1,0,0,0,0,0
STM3081,0,0,1,0,1,0,0
STM3082,0,0,0,0,1,0,0
STM3083,0,0,1,0,0,0,0
STM3084,1,0,0,0,0,1,1
STM3098,0,0,0,0,0,1,0
STM3117,0,0,1,0,0,0,0
STM3118,0,0,0,0,1,0,0
STM3119,0,0,0,0,1,0,0
STM3120,0,0,0,1,1,0,0
STM3123,0,0,0,1,0,1,0
STM3124,0,1,0,1,0,0,0
STM3125,0,0,0,1,0,0,0
STM3127,0,1,0,0,0,0,0
STM3129,0,0,0,1,0,0,0
STM3130,0,0,0,1,1,0,0
STM3131,0,0,0,1,0,0,0
STM3132,0,1,0,0,0,0,0
STM3134,0,1,0,0,0,0,0
STM3135,0,1,0,0,0,0,0
STM3137,0,0,0,0,0,1,0
STM3138,0,1,1,0,0,0,0
STM3141,0,0,1,0,0,0,0
STM3142,0,0,0,0,1,0,0
STM3154,0,0,1,0,1,0,1
STM3155,0,0,1,0,0,1,1
STM3156,0,0,0,0,1,0,0
STM3166,0,0,0,0,0,1,0
STM3167,0,0,1,0,1,0,0
STM3169,0,0,0,0,0,1,0
STM3170,0,0,0,0,1,0,0
STM3175,0,0,0,0,0,1,0
STM3191,0,1,0,0,0,0,0
STM3192,1,0,0,0,0,0,0
STM3193,1,0,0,0,0,1,0
STM3194,1,0,0,0,0,1,0
STM3216,0,1,0,0,0,0,0
STM3251,0,0,0,0,1,0,0
STM3255,1,0,0,1,0,0,0
STM3256,0,0,0,1,0,0,0
STM3257,0,0,0,0,0,0,1
STM3259,1,0,0,0,0,1,0
STM3260,0,0,0,1,1,0,0
STM3278,1,0,0,0,0,0,0
STM3291,0,1,0,0,0,0,0
STM3333,0,0,1,0,0,0,0
STM3334,0,0,0,0,0,1,0
STM3354,0,0,0,0,1,0,0
STM3355,0,0,0,0,0,1,0
STM3356,0,0,0,0,0,1,0
STM3357,1,0,0,0,1,0,0
STM3362,0,0,0,1,1,0,0
STM3377,1,0,0,0,1,0,0
STM3378,0,0,0,0,0,1,0
STM3397,0,0,0,1,0,0,0
STM3411,0,0,0,0,0,1,0
STM3461,0,0,0,1,0,0,0
STM3508,0,0,0,1,0,0,0
STM3516,0,0,0,0,0,0,1
STM3521,0,1,0,0,0,0,0
STM3529,0,0,0,0,0,1,0
STM3531,1,0,0,0,1,0,0
STM3532,0,0,0,0,1,0,0
STM3533,1,0,0,0,0,0,0
STM3547,0,1,1,0,0,0,0
STM3548,0,0,0,1,0,0,0
STM3558,1,0,0,1,1,1,0
STM3566,0,0,0,0,1,1,0
STM3580,0,0,0,0,0,1,0
STM3598,0,0,1,0,0,1,0
STM3599,0,0,0,0,1,0,0
STM3600,0,0,0,0,1,0,0
STM3601,0,0,1,0,0,0,0
STM3604,1,0,0,0,0,0,0
STM3605,1,0,0,0,0,0,0
STM3624A,1,0,0,1,0,1,0
STM3631,0,0,1,0,0,0,0
STM3632,1,0,0,0,0,0,0
STM3651,0,0,0,1,1,0,1
STM3670,0,1,1,0,0,0,0
STM3688,0,0,0,0,0,1,0
STM3690,0,1,0,0,1,0,0
STM3696,0,0,0,1,0,0,0
STM3697,0,0,0,1,0,0,0
STM3698,0,0,0,0,0,1,0
STM3736,0,0,0,0,1,0,0
STM3737,0,0,0,1,0,0,0
STM3745,1,0,0,0,1,1,0
STM3752,1,0,0,0,1,0,0
STM3760,0,0,0,0,0,0,1
STM3767,0,1,0,0,0,0,0
STM3768,0,0,0,1,0,0,0
STM3769,1,0,0,0,0,1,0
STM3770,1,0,0,1,0,0,0
STM3771,0,0,0,1,0,0,0
STM3775,0,0,0,0,1,1,0
STM3777,0,0,1,0,1,0,0
STM3778,1,0,1,1,0,0,0
STM3779,0,0,0,1,0,0,1
STM3780,1,0,0,0,0,0,0
STM3781,0,1,0,0,0,1,1
STM3782,0,0,1,0,0,0,0
STM3784,0,0,0,0,1,1,1
STM3785,0,0,0,1,0,0,0
STM3791,0,0,0,1,0,1,0
STM3792,1,1,0,1,0,0,0
STM3793,0,1,0,0,0,0,0
STM3794,0,1,0,0,0,0,0
STM3796A,1,0,0,0,0,0,1
STM3820,0,0,1,0,0,0,0
STM3832,0,1,1,0,1,1,0
STM3833,0,1,1,1,0,1,0
STM3834,0,0,0,0,0,1,0
STM3841,1,0,0,0,0,0,0
STM3845,0,0,1,0,0,0,0
STM3846,0,0,0,0,0,0,1
STM3858,0,0,0,1,1,1,0
STM3863,0,0,1,0,1,1,0
STM3907,0,0,1,0,1,0,0
STM3940,1,0,0,1,0,0,0
STM3942,0,0,1,0,0,0,0
STM4008,1,0,0,0,1,0,0
STM4010,0,1,0,0,0,0,0
STM4011,0,0,0,0,0,1,1
STM4012,0,1,0,0,0,0,1
STM4014,1,0,0,1,0,0,0
STM4015,0,0,1,0,0,0,0
STM4033,0,0,0,0,0,0,1
STM4039,0,1,1,1,0,0,0
STM4041,1,0,0,0,0,1,0
STM4042,1,0,0,0,0,0,0
STM4042A,0,0,0,1,0,0,0
STM4051,0,0,1,0,0,0,0
STM4053,0,1,1,0,0,0,0
STM4065,0,1,0,0,0,0,0
STM4067,0,0,0,0,1,1,0
STM4069,1,0,0,0,0,0,0
STM4070,1,0,0,0,0,0,0
STM4080,0,0,1,0,0,0,0
STM4097,0,0,0,1,1,0,0
STM4098,0,0,1,0,0,0,0
STM4102,1,0,0,0,1,1,0
STM4103,0,0,0,1,0,0,0
STM4104,0,0,0,1,0,0,0
STM4134,0,0,0,0,1,0,0
STM4141,0,0,0,1,0,0,0
STM4155,0,0,0,1,0,0,0
STM4158,1,1,0,0,0,0,0
STM4186,0,0,0,0,1,0,0
STM4192,0,1,0,0,0,0,0
STM4195,0,0,0,1,0,0,0
STM4196,0,1,1,0,0,0,0
STM4198,0,0,0,1,0,0,0
STM4201,0,0,0,0,0,1,0
STM4202,0,0,0,0,1,0,0
STM4204,0,0,1,0,0,0,0
STM4206,0,0,0,0,1,0,0
STM4207,1,0,0,0,1,1,0
STM4208,1,0,0,0,1,1,0
STM4209,1,0,0,0,0,0,0
STM4210,1,0,0,0,0,0,0
STM4211,0,0,0,1,0,0,0
STM4212,1,0,0,0,1,0,1
STM4213,0,0,0,1,0,0,0
STM4214,0,0,0,1,0,0,0
STM4215,0,1,1,0,0,0,0
STM4216,1,0,0,0,1,1,0
STM4217,0,0,0,1,0,0,0
STM4218,0,0,0,0,1,0,0
STM4239,0,0,0,0,1,0,0
STM4242,0,1,0,0,0,0,0
STM4252,0,0,0,1,0,0,0
STM4253,1,0,0,1,0,0,0
STM4255,0,0,0,1,1,0,1
STM4257,0,0,1,0,0,0,0
STM4258,0,0,0,0,1,0,0
STM4259,0,0,1,0,0,0,0
STM4262,0,0,0,0,0,0,1
STM4270,0,0,0,0,0,1,0
STM4271,0,0,0,0,0,1,0
STM4272,0,0,0,0,0,1,0
STM4276,0,1,0,0,0,0,0
STM4302,0,0,1,0,0,0,0
STM4305,0,0,1,0,0,0,1
STM4306,1,0,0,0,0,0,1
STM4307,0,0,0,1,0,0,0
STM4308,0,0,0,0,1,0,0
STM4309,0,0,0,0,0,1,0
STM4310,0,0,0,0,0,1,0
STM4314,0,0,1,0,0,0,0
STM4315,0,0,1,0,0,0,0
STM4318,1,0,0,0,0,0,0
STM4351,0,0,1,0,0,0,0
STM4372,1,0,0,1,1,1,1
STM4390,0,0,0,0,0,0,1
STM4413,0,1,1,0,0,0,0
STM4420,0,0,0,0,0,1,0
STM4421,0,1,0,0,0,1,0
STM4422,0,1,0,0,1,0,0
STM4423,0,1,0,0,0,0,0
STM4424,0,1,0,0,1,0,0
STM4425,0,0,1,0,0,0,0
STM4427,1,0,0,1,0,0,0
STM4428,0,0,0,0,1,1,0
STM4429,0,0,0,0,1,0,0
STM4430,0,1,1,0,0,0,0
STM4431,0,1,0,0,0,0,0
STM4432,1,0,0,0,1,0,0
STM4434,1,0,1,0,0,0,0
STM4440,0,0,0,0,0,0,1
STM4441,1,0,0,0,0,0,0
STM4442,0,0,0,1,0,0,1
STM4443,1,0,0,0,0,0,0
STM4444,0,0,0,0,1,0,0
STM4445,0,0,0,0,0,1,0
STM4446,0,0,0,1,1,0,1
STM4447,1,0,0,0,0,1,0
STM4448,1,0,0,0,0,0,0
STM4449,1,0,0,0,1,0,0
STM4457,0,0,0,0,0,1,0
STM4463,0,0,0,1,1,0,0
STM4465,1,1,0,0,0,1,0
STM4466,1,0,0,1,0,0,0
STM4467,1,1,0,0,0,0,0
STM4488,0,1,1,1,0,0,0
STM4489,0,0,1,0,1,0,1
STM4491,0,0,0,0,0,0,1
STM4492,1,0,1,0,0,1,0
STM4493,0,0,0,1,0,1,0
STM4494,0,0,0,0,1,0,0
STM4495,0,0,0,0,1,0,0
STM4496,0,0,0,1,0,0,0
STM4498,0,0,0,0,1,0,0
STM4501,0,0,1,0,0,0,0
STM4503,0,0,1,1,0,0,0
STM4504,0,0,1,1,0,0,0
STM4505,1,0,0,0,0,0,0
STM4506,0,0,0,1,0,0,0
STM4509,0,1,0,0,0,0,0
STM4519,0,0,0,0,1,0,0
STM4522,0,0,1,1,0,0,0
STM4536,1,0,0,1,0,0,0
STM4537,0,0,1,0,1,0,0
STM4538,0,0,0,0,1,1,0
STM4540,0,0,0,0,1,0,0
STM4545,0,0,0,0,1,1,0
STM4549,0,0,0,0,0,1,1
STM4551,0,0,0,0,0,0,1
STM4552,0,0,0,0,0,0,1
STM4571,0,0,1,1,1,0,0
STM4574,0,0,0,0,1,0,0
STM4575,0,0,0,0,0,0,1
STM4595,0,1,1,0,0,0,0
STM4597,0,0,1,0,0,0,0
aac(6'),0,0,0,1,0,0,0
aaeA,0,0,0,0,1,1,0
aaeB,1,0,0,0,0,0,0
aaeX,0,0,0,0,1,0,0
aarF,0,0,0,1,0,1,1
accA,0,0,0,1,0,0,0
accB,0,0,0,0,1,0,0
accD,0,0,0,1,0,0,0
aceB,0,1,1,0,0,0,0
aceE,1,1,1,0,0,0,0
aceF,1,0,0,0,0,0,1
aceK,0,0,0,0,1,0,0
ackA,0,0,1,0,0,0,0
acnA,1,0,0,0,0,0,0
acnB,0,1,0,0,0,1,0
acpD,0,0,0,0,1,0,0
acpH,1,0,0,0,0,1,1
acpP,0,0,1,1,0,1,0
acrB,0,0,0,0,1,0,0
acrE,0,1,1,0,0,0,0
acrF,1,0,0,1,0,1,0
acrR,1,0,0,0,0,0,0
acs,0,1,0,0,0,0,0
actS,0,0,0,0,0,1,0
ada,0,0,0,0,0,1,0
add,1,1,1,0,0,0,0
adeP,0,1,0,0,0,0,0
adhE,0,0,0,0,0,0,1
adhP,0,0,0,1,0,1,0
adi,0,1,0,0,0,0,0
adiA,0,1,1,0,0,0,1
adiY,0,1,0,0,0,0,0
adk,0,0,0,1,1,0,0
aegA,1,0,0,0,0,1,0
aer,0,0,0,0,1,0,0
aes,1,0,0,0,0,1,0
afaD,0,0,1,0,1,0,0
agp,0,0,0,1,0,0,0
ahpC,0,0,0,1,0,0,0
ahr,1,0,0,0,1,0,0
aidB,0,0,1,0,0,1,0
alaA,0,0,1,0,1,0,1
alaC,0,1,1,0,0,0,0
alaE,0,1,1,0,0,0,0
alaS,0,1,0,0,0,0,0
alaT,0,0,0,0,1,0,0
alaV,0,0,0,0,1,0,0
aldB,0,0,0,1,0,0,0
alkA,1,0,0,1,0,0,1
alkB,0,0,0,0,0,1,1
allA,0,0,1,1,0,0,0
allB,0,0,0,0,0,0,1
allC,0,0,1,0,0,1,0
allD,0,1,0,0,0,0,0
allE,1,0,0,1,0,0,0
allR,1,0,0,0,0,0,0
allS,0,0,1,1,0,0,0
alr,0,0,0,0,1,0,0
amiA,0,0,0,0,1,0,0
amiB,0,0,0,0,0,1,0
amiC,0,0,1,0,0,0,0
amn,0,0,0,0,0,0,1
ampD,0,0,0,1,0,0,0
ampE,1,0,0,0,0,0,0
ampG,0,0,0,0,0,0,1
ampH,0,0,1,0,0,0,0
amtB,0,0,0,1,0,1,1
amyA,0,0,0,1,0,0,0
anmK,0,1,0,1,0,1,0
ansA,1,0,0,0,0,0,1
ansB,0,0,0,1,0,0,0
ansP,0,0,1,1,1,0,0
apaH,1,0,0,0,0,0,1
apbC,0,1,0,0,0,1,0
apbE,0,0,0,0,0,0,1
apeE,0,0,1,0,0,1,0
aph(6)-Ic,1,0,0,0,0,0,0
aphA,0,1,0,0,0,1,0
appB,0,0,0,0,1,1,0
appC,0,0,0,0,1,1,0
apt,0,0,0,0,1,0,0
araA,1,0,0,0,0,0,0
araB,0,0,0,0,1,1,0
araC,0,0,0,0,1,1,0
araD,1,0,0,1,1,1,1
araJ,0,0,1,0,0,1,1
arcA,1,1,1,1,0,0,0
arcB,1,0,0,0,0,0,0
arcC,1,0,0,1,0,1,0
arfB,1,0,0,1,0,0,0
argA,0,0,1,0,0,0,0
argB,0,0,0,1,0,1,0
argC,0,0,0,0,0,1,0
argD,0,0,0,1,0,1,0
argF,1,1,0,0,0,1,0
argG,0,0,0,0,1,0,0
argH,1,0,0,1,0,1,1
argO,0,0,0,0,0,1,0
argP,0,0,0,1,1,0,0
argS,1,0,0,1,0,0,0
argT,0,0,0,0,0,0,1
argW,1,0,0,0,0,1,0
argX,1,1,0,1,1,1,0
arnA,1,0,0,1,1,0,1
arnD,0,0,0,0,1,0,0
arnE,0,0,0,0,0,0,1
arnF,0,0,0,0,1,1,0
arnT,0,0,0,0,0,0,1
aroA,0,0,0,1,0,0,0
aroB,0,0,0,1,0,0,0
aroC,0,0,0,0,1,0,0
aroD,0,1,1,0,1,1,1
aroE,0,0,0,0,1,0,0
aroF,0,0,1,0,1,0,0
aroG,0,0,1,0,0,0,0
aroH,0,1,0,1,0,0,0
aroK,0,0,0,0,1,0,0
aroL,0,0,1,1,1,0,0
aroP,0,0,1,0,0,1,0
arsA,1,0,0,0,1,0,0
arsB,1,0,0,1,1,1,0
arsC,1,0,0,1,1,1,0
arsD,1,0,0,0,0,0,0
arsR,0,1,0,0,0,0,0
artI,0,0,0,0,0,1,0
artJ,0,0,1,1,1,0,0
artM,0,0,0,1,1,0,0
artP,0,0,0,0,0,1,0
asmA,1,0,0,0,0,0,0
asnA,0,1,0,0,0,0,0
asnC,0,1,0,0,0,0,0
asnS,1,0,0,0,0,0,0
aspA,0,0,1,0,0,0,1
aspS,0,0,0,1,0,0,0
aspU,0,0,0,0,0,1,0
aspV,0,0,0,0,0,0,1
asr,0,0,0,0,1,0,0
asrA,1,0,1,0,0,0,0
asrB,0,0,1,1,0,0,1
astA,1,0,0,0,0,0,0
astB,1,0,0,0,1,0,0
astC,0,1,1,0,0,0,0
astD,0,0,0,1,0,1,0
astE,0,0,0,0,0,1,1
atpA,1,0,0,1,0,0,0
atpD,1,0,0,0,0,0,0
atpE,1,0,0,0,0,0,0
atpF,1,0,0,1,0,0,0
atpH,1,0,0,0,1,0,0
atpI,0,1,0,0,0,0,1
avrA,1,1,1,0,0,0,0
avtA,0,0,1,0,0,1,0
azoR,0,0,0,0,1,0,0
b2145,1,0,0,0,0,0,0
bacA,1,0,1,1,0,0,0
baeS,0,0,1,0,0,1,0
bamA,0,0,0,0,1,1,0
bamC,0,0,0,1,1,0,0
bamE,1,0,0,0,0,0,1
bapA,1,0,0,0,0,0,0
barA,1,0,0,0,0,1,0
basR,0,0,0,0,0,0,1
basS,1,0,0,0,0,0,0
bcfA,0,1,0,0,0,0,0
bcfB,0,0,0,1,0,0,0
bcfC,1,0,0,0,0,0,0
bcfD,1,0,0,1,0,0,0
bcfF,0,0,0,0,0,1,0
bcfG,1,0,0,1,0,0,0
bcfH,0,0,1,0,0,0,1
bcr,0,0,0,0,1,1,1
bcsA,0,0,0,1,1,0,0
bcsB,0,0,1,0,0,0,0
bcsC,0,0,0,1,0,0,0
bcsE,0,0,0,0,0,0,1
bcsF,1,0,0,0,1,0,0
bcsG,0,0,0,0,1,0,0
bcsR,0,0,0,0,0,0,1
bcsZ,1,0,0,0,0,0,0
bdcA,0,0,0,1,0,0,0
bdm,0,0,1,0,0,0,0
bepA,0,1,1,0,0,0,0
bet,1,0,0,0,0,0,0
bfd,0,0,1,0,0,0,0
bfr,0,0,0,0,1,0,0
bglA,0,0,1,0,0,0,0
bglJ,0,1,0,0,0,1,0
bglX,0,1,0,1,0,1,0
bhsA,0,1,0,0,0,0,0
bigA,0,1,1,0,0,0,0
bioA,0,0,0,1,0,0,1
bioB,0,0,0,1,0,0,0
bioC,1,0,0,0,1,0,0
bioF,1,0,0,1,1,0,0
bioH,0,0,0,1,1,1,1
birA,1,0,0,0,0,0,0
bisC,0,0,0,0,0,0,1
blc,0,0,0,0,1,1,1
blr,0,0,1,0,0,1,0
bolA,0,0,0,0,0,1,0
brnQ,0,0,0,1,0,0,1
brxC,1,0,0,0,0,0,0
brxL,0,0,1,0,0,0,0
bsmA,1,0,0,0,0,1,0
bssR,0,0,1,0,1,0,0
bssS,0,0,0,0,1,0,1
btsR,0,0,0,1,0,0,0
