Gene_ID,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
STBHUCCB_RS11885,0,1,0,0,0,0,0
STBHUCCB_RS11890,0,0,1,0,0,1,0
STBHUCCB_RS11895,1,0,0,1,0,0,0
STBHUCCB_RS11900,1,0,0,0,0,0,0
STBHUCCB_RS11905,0,0,0,0,1,0,0
STBHUCCB_RS11920,0,0,0,0,1,1,0
STBHUCCB_RS11930,0,0,0,0,0,0,1
STBHUCCB_RS11935,0,0,0,0,1,0,0
STBHUCCB_RS11940,1,0,0,0,0,0,0
STBHUCCB_RS11950,0,0,1,0,0,0,0
STBHUCCB_RS11955,0,0,0,0,0,1,1
STBHUCCB_RS11960,0,0,0,1,0,0,0
STBHUCCB_RS11965,0,0,0,0,0,1,0
STBHUCCB_RS11975,1,0,1,0,0,0,0
STBHUCCB_RS11980,1,0,0,0,1,1,0
STBHUCCB_RS11995,0,0,0,0,0,1,0
STBHUCCB_RS12000,1,0,0,0,0,1,0
STBHUCCB_RS12005,0,0,0,0,1,0,0
STBHUCCB_RS12020,0,0,0,1,0,1,0
STBHUCCB_RS12035,0,1,1,0,0,0,0
STBHUCCB_RS12040,1,0,0,0,0,0,0
STBHUCCB_RS12045,0,1,0,0,1,0,1
STBHUCCB_RS12055,0,0,1,0,0,0,0
STBHUCCB_RS12060,0,1,0,1,0,0,0
STBHUCCB_RS12065,1,0,0,0,0,1,0
STBHUCCB_RS12070,0,0,0,0,0,1,0
STBHUCCB_RS12080,0,0,0,0,1,0,0
STBHUCCB_RS12090,0,0,0,0,0,1,0
STBHUCCB_RS12095,1,0,0,0,0,0,0
STBHUCCB_RS12100,0,0,0,1,0,0,0
STBHUCCB_RS12105,0,0,0,0,1,0,0
STBHUCCB_RS12110,0,1,0,0,0,0,0
STBHUCCB_RS12135,1,0,0,0,0,0,0
STBHUCCB_RS12145,0,0,0,0,1,0,0
STBHUCCB_RS12155,0,0,1,0,0,0,1
STBHUCCB_RS12160,0,0,0,0,1,1,0
STBHUCCB_RS12165,0,0,0,1,0,0,0
STBHUCCB_RS12170,0,0,0,0,0,0,1
STBHUCCB_RS12185,0,0,0,1,1,0,0
STBHUCCB_RS12200,0,0,0,1,0,1,1
STBHUCCB_RS12210,1,0,0,0,0,0,0
STBHUCCB_RS12215,0,0,0,0,0,1,0
STBHUCCB_RS12220,0,1,1,0,0,1,0
STBHUCCB_RS12225,0,1,1,0,0,0,0
STBHUCCB_RS12230,0,0,1,0,0,0,0
STBHUCCB_RS12240,0,0,0,1,0,1,0
STBHUCCB_RS12245,1,0,0,0,0,0,0
STBHUCCB_RS12255,0,0,0,0,0,1,0
STBHUCCB_RS12260,0,0,0,1,1,0,0
STBHUCCB_RS12265,1,1,0,0,0,0,0
STBHUCCB_RS12275,0,0,0,1,0,0,1
STBHUCCB_RS12285,0,0,1,0,0,0,0
STBHUCCB_RS12290,1,0,0,1,0,0,0
STBHUCCB_RS12295,0,0,0,0,0,1,0
STBHUCCB_RS12300,0,0,0,0,0,1,0
STBHUCCB_RS12305,0,0,0,0,0,0,1
STBHUCCB_RS12325,0,0,0,1,0,0,0
STBHUCCB_RS12330,0,0,0,1,0,0,0
STBHUCCB_RS12365,0,0,0,0,1,0,0
STBHUCCB_RS12370,1,0,0,0,0,1,0
STBHUCCB_RS12395,1,0,0,0,1,0,1
STBHUCCB_RS12400,0,0,0,0,1,1,0
STBHUCCB_RS12405,1,0,0,1,1,0,1
STBHUCCB_RS12410,1,0,0,1,1,0,0
STBHUCCB_RS12415,0,0,0,1,1,0,1
STBHUCCB_RS12425,1,0,0,1,0,1,0
STBHUCCB_RS12435,1,0,0,1,0,1,1
STBHUCCB_RS12440,0,0,0,1,0,0,0
STBHUCCB_RS12445,1,0,0,1,0,1,0
STBHUCCB_RS12450,0,0,0,0,1,0,0
STBHUCCB_RS12475,1,0,0,0,0,0,0
STBHUCCB_RS12480,0,0,0,1,0,0,0
STBHUCCB_RS12485,1,0,1,0,0,0,0
STBHUCCB_RS12490,0,0,0,0,0,0,1
STBHUCCB_RS12500,0,0,0,1,0,0,0
STBHUCCB_RS12505,0,0,1,0,0,0,0
STBHUCCB_RS12515,1,0,0,0,0,0,1
STBHUCCB_RS12575,0,0,0,0,0,1,0
STBHUCCB_RS12580,0,0,0,1,1,0,0
STBHUCCB_RS12585,0,0,0,0,0,1,1
STBHUCCB_RS12600,0,0,1,1,0,0,0
STBHUCCB_RS12605,0,0,0,1,0,0,0
STBHUCCB_RS12610,0,0,0,1,0,0,1
STBHUCCB_RS12620,0,0,1,0,0,0,0
STBHUCCB_RS12630,1,0,0,0,0,1,0
STBHUCCB_RS12635,0,1,0,0,0,0,0
STBHUCCB_RS12640,0,1,0,0,0,1,0
STBHUCCB_RS12650,1,0,0,0,0,0,0
STBHUCCB_RS12655,1,0,0,0,0,0,0
STBHUCCB_RS12660,0,0,1,0,0,0,0
STBHUCCB_RS12665,0,0,1,0,0,0,0
STBHUCCB_RS12670,0,0,0,0,1,0,0
STBHUCCB_RS12675,0,0,1,0,0,0,0
STBHUCCB_RS12680,1,0,0,0,0,0,0
STBHUCCB_RS12685,0,0,0,1,0,0,0
STBHUCCB_RS12695,0,0,0,1,0,1,0
STBHUCCB_RS12735,1,0,0,0,0,0,0
STBHUCCB_RS12740,0,0,0,0,1,0,0
STBHUCCB_RS12745,0,0,0,0,1,0,0
STBHUCCB_RS12760,0,1,1,0,0,0,0
STBHUCCB_RS12770,1,0,0,0,0,0,0
STBHUCCB_RS12790,0,0,1,0,0,0,0
STBHUCCB_RS12810,0,1,0,0,0,0,0
STBHUCCB_RS12825,0,1,0,0,0,1,0
STBHUCCB_RS12835,0,0,0,0,0,1,0
STBHUCCB_RS12845,0,0,0,0,1,0,0
STBHUCCB_RS12850,0,0,1,0,0,0,0
STBHUCCB_RS12855,0,0,0,0,1,1,0
STBHUCCB_RS12860,1,0,0,1,0,0,0
STBHUCCB_RS12865,1,0,0,0,1,0,0
STBHUCCB_RS12870,1,0,0,0,1,0,0
STBHUCCB_RS12880,1,0,0,0,0,1,1
STBHUCCB_RS12885,0,0,0,0,0,0,1
STBHUCCB_RS12890,0,0,0,0,0,0,1
STBHUCCB_RS12900,0,0,1,0,0,0,0
STBHUCCB_RS12905,0,1,0,0,0,0,0
STBHUCCB_RS12910,0,1,0,0,0,0,0
STBHUCCB_RS12920,0,0,0,0,1,0,0
STBHUCCB_RS12925,0,0,0,0,1,0,0
STBHUCCB_RS12930,0,0,0,1,1,0,1
STBHUCCB_RS12955,0,0,1,0,0,0,0
STBHUCCB_RS12970,0,0,0,0,0,1,0
STBHUCCB_RS13025,0,0,1,0,1,0,0
STBHUCCB_RS13035,0,1,1,0,0,0,1
STBHUCCB_RS13050,0,0,0,0,1,0,0
STBHUCCB_RS13055,1,0,0,0,0,0,0
STBHUCCB_RS13060,0,1,0,0,0,0,0
STBHUCCB_RS13070,0,0,0,1,0,0,0
STBHUCCB_RS13075,0,0,1,0,0,0,0
STBHUCCB_RS13090,0,1,0,0,0,0,0
STBHUCCB_RS13105,0,0,1,1,0,0,0
STBHUCCB_RS13110,0,1,1,1,0,0,0
STBHUCCB_RS13115,0,0,1,0,0,0,0
STBHUCCB_RS13120,0,1,1,0,0,0,0
STBHUCCB_RS13125,1,1,0,0,1,0,0
STBHUCCB_RS13130,1,0,0,0,0,0,0
STBHUCCB_RS13140,0,1,1,0,0,0,0
STBHUCCB_RS13150,1,0,0,0,0,0,0
STBHUCCB_RS13160,1,0,0,0,1,0,0
STBHUCCB_RS13165,0,0,0,0,0,1,0
STBHUCCB_RS13175,1,0,0,0,0,0,0
STBHUCCB_RS13190,1,0,0,0,0,0,1
STBHUCCB_RS13200,0,0,1,0,0,0,0
STBHUCCB_RS13210,0,0,1,0,0,0,0
STBHUCCB_RS13215,1,0,0,0,0,0,0
STBHUCCB_RS13220,0,0,0,0,1,0,0
STBHUCCB_RS13225,1,0,0,1,0,0,0
STBHUCCB_RS13240,0,0,0,0,0,0,1
STBHUCCB_RS13245,0,0,1,0,0,0,0
STBHUCCB_RS13250,0,0,1,0,0,0,0
STBHUCCB_RS13255,0,0,0,0,0,0,1
STBHUCCB_RS13265,0,0,1,0,1,0,1
STBHUCCB_RS13280,0,1,0,0,0,0,0
STBHUCCB_RS13285,1,1,0,0,0,0,0
STBHUCCB_RS13310,0,0,0,0,1,0,0
STBHUCCB_RS13315,0,0,0,1,1,0,0
STBHUCCB_RS13320,0,0,0,0,1,0,0
STBHUCCB_RS13325,0,0,0,0,1,0,0
STBHUCCB_RS13335,1,0,0,0,0,0,0
STBHUCCB_RS13355,1,0,0,0,0,0,0
STBHUCCB_RS13365,0,0,1,0,1,0,0
STBHUCCB_RS13370,0,0,1,0,0,0,0
STBHUCCB_RS13375,0,0,1,0,0,0,1
STBHUCCB_RS13380,0,0,0,0,0,1,1
STBHUCCB_RS13385,0,0,0,0,1,0,0
STBHUCCB_RS13390,0,0,0,0,0,0,1
STBHUCCB_RS13395,0,0,0,0,0,0,1
STBHUCCB_RS13400,0,0,0,0,0,1,0
STBHUCCB_RS13420,1,0,0,0,0,0,0
STBHUCCB_RS13430,0,1,0,1,0,0,0
STBHUCCB_RS13435,1,0,0,0,0,0,1
STBHUCCB_RS13465,1,0,0,0,1,0,0
STBHUCCB_RS13475,0,0,1,0,1,0,0
STBHUCCB_RS13495,1,0,0,1,0,1,1
STBHUCCB_RS13500,0,0,0,0,0,1,0
STBHUCCB_RS13505,0,0,0,0,0,1,0
STBHUCCB_RS13510,0,0,0,0,0,1,0
STBHUCCB_RS13515,0,0,0,0,0,0,1
STBHUCCB_RS13530,0,0,0,0,0,1,0
STBHUCCB_RS13535,1,0,1,0,1,0,0
STBHUCCB_RS13545,1,0,0,0,0,1,0
STBHUCCB_RS13550,0,1,0,0,0,1,0
STBHUCCB_RS13565,0,1,0,0,0,0,0
STBHUCCB_RS13585,0,0,0,0,0,0,1
STBHUCCB_RS13590,0,0,1,0,0,0,0
STBHUCCB_RS13600,0,0,1,0,0,0,0
STBHUCCB_RS13605,1,0,0,0,0,0,0
STBHUCCB_RS13610,1,0,0,0,0,1,0
STBHUCCB_RS13615,0,1,0,0,0,0,0
STBHUCCB_RS13620,1,0,0,1,0,1,0
STBHUCCB_RS13625,0,1,0,0,0,0,0
STBHUCCB_RS13630,0,0,0,0,1,1,0
STBHUCCB_RS13650,1,0,1,0,0,1,0
STBHUCCB_RS13655,0,0,1,0,0,0,0
STBHUCCB_RS13660,1,0,0,0,0,1,0
STBHUCCB_RS13670,0,0,1,0,0,0,0
STBHUCCB_RS13675,0,1,0,0,0,0,0
STBHUCCB_RS13695,1,0,0,0,0,0,0
STBHUCCB_RS13705,0,0,0,1,0,0,0
STBHUCCB_RS13710,0,0,0,1,0,1,1
STBHUCCB_RS13720,0,0,1,0,0,0,0
STBHUCCB_RS13745,0,0,0,0,1,1,0
STBHUCCB_RS13750,0,0,0,0,1,0,0
STBHUCCB_RS13755,0,0,0,0,0,0,1
STBHUCCB_RS13760,0,0,1,0,0,0,0
STBHUCCB_RS13765,1,0,0,0,0,0,0
STBHUCCB_RS13775,1,0,0,0,0,0,0
STBHUCCB_RS13780,0,0,0,0,0,1,0
STBHUCCB_RS13785,0,0,0,0,0,1,0
STBHUCCB_RS13815,0,1,0,0,0,0,0
STBHUCCB_RS13820,0,0,0,0,0,1,0
STBHUCCB_RS13825,1,0,0,0,0,0,1
STBHUCCB_RS13830,0,0,0,0,0,0,1
STBHUCCB_RS13835,0,1,1,0,0,0,0
STBHUCCB_RS13840,0,1,1,0,0,0,0
STBHUCCB_RS13845,0,0,0,1,0,0,0
STBHUCCB_RS13850,1,0,0,0,1,0,0
STBHUCCB_RS13855,1,1,0,1,0,0,0
STBHUCCB_RS13875,1,0,0,0,0,0,1
STBHUCCB_RS13880,0,1,0,0,0,0,1
STBHUCCB_RS13885,0,1,0,1,0,0,0
STBHUCCB_RS13890,0,0,0,1,0,1,0
STBHUCCB_RS13905,0,0,0,1,1,0,0
STBHUCCB_RS13910,0,0,0,1,0,0,0
STBHUCCB_RS13915,1,0,0,0,0,0,0
STBHUCCB_RS13920,0,0,0,1,0,1,0
STBHUCCB_RS13925,0,0,0,1,0,0,0
STBHUCCB_RS13935,0,0,0,1,1,1,0
STBHUCCB_RS13940,1,0,0,0,1,0,0
STBHUCCB_RS13945,1,0,0,0,0,1,0
STBHUCCB_RS13950,0,1,0,0,0,0,0
STBHUCCB_RS13955,0,1,0,0,0,0,0
STBHUCCB_RS13960,1,0,0,0,0,0,1
STBHUCCB_RS13965,0,0,0,0,1,0,0
STBHUCCB_RS13970,0,0,0,1,1,0,0
STBHUCCB_RS13975,0,0,0,0,1,0,0
STBHUCCB_RS13985,0,0,1,0,0,0,0
STBHUCCB_RS13990,0,0,1,0,0,0,0
STBHUCCB_RS13995,0,0,1,0,0,0,1
STBHUCCB_RS14000,0,0,0,1,1,1,0
STBHUCCB_RS14005,0,0,0,1,0,1,0
STBHUCCB_RS14015,0,1,1,0,0,1,0
STBHUCCB_RS14020,0,1,1,0,0,0,1
STBHUCCB_RS14035,1,0,1,0,0,0,0
STBHUCCB_RS14040,0,1,0,0,0,1,0
STBHUCCB_RS14050,0,0,0,0,0,1,0
STBHUCCB_RS14055,0,0,0,0,1,0,0
STBHUCCB_RS14060,0,0,0,0,1,0,0
STBHUCCB_RS14065,0,0,1,0,0,0,0
STBHUCCB_RS14070,0,0,1,0,0,0,0
STBHUCCB_RS14095,0,0,0,1,0,0,0
STBHUCCB_RS14100,0,0,1,0,0,0,0
STBHUCCB_RS14110,0,0,0,0,1,0,0
STBHUCCB_RS14125,0,0,0,0,1,0,0
STBHUCCB_RS14130,0,0,1,1,0,0,0
STBHUCCB_RS14135,0,0,1,1,0,1,0
STBHUCCB_RS14145,0,0,0,1,0,1,0
STBHUCCB_RS14175,0,1,0,0,0,0,0
STBHUCCB_RS14180,0,0,0,1,0,0,0
STBHUCCB_RS14195,0,1,0,0,0,0,0
STBHUCCB_RS14200,0,0,0,0,1,0,0
STBHUCCB_RS14215,0,1,1,1,0,0,0
STBHUCCB_RS14230,0,0,0,0,0,0,1
STBHUCCB_RS14250,1,0,0,0,0,1,0
STBHUCCB_RS14255,0,0,0,0,0,1,0
STBHUCCB_RS14260,1,0,0,0,0,0,0
STBHUCCB_RS14265,0,0,0,1,0,0,0
STBHUCCB_RS14280,0,0,1,0,1,0,0
STBHUCCB_RS14295,1,0,0,1,0,0,0
STBHUCCB_RS14300,0,0,0,0,0,1,0
STBHUCCB_RS14310,0,0,0,0,1,0,0
STBHUCCB_RS14320,0,0,0,0,0,1,0
STBHUCCB_RS14325,1,0,0,0,0,0,0
STBHUCCB_RS14330,0,0,0,1,0,1,0
STBHUCCB_RS14335,0,0,0,0,0,0,1
STBHUCCB_RS14340,0,0,0,0,0,1,0
STBHUCCB_RS14350,0,0,0,0,1,0,0
STBHUCCB_RS14360,0,0,0,1,0,0,0
STBHUCCB_RS14365,0,0,1,0,0,0,0
STBHUCCB_RS14390,0,0,1,0,0,0,0
STBHUCCB_RS14395,0,0,0,1,0,0,0
STBHUCCB_RS14405,0,0,0,1,0,0,0
STBHUCCB_RS14410,0,0,1,0,0,0,0
STBHUCCB_RS14425,0,1,0,0,1,0,0
STBHUCCB_RS14430,0,0,0,0,1,1,0
STBHUCCB_RS14435,1,0,1,1,0,0,0
STBHUCCB_RS14440,0,0,0,0,0,0,1
STBHUCCB_RS14445,0,1,1,0,0,0,1
STBHUCCB_RS14450,0,1,0,0,1,0,0
STBHUCCB_RS14455,0,0,0,0,0,0,1
STBHUCCB_RS14465,0,0,0,0,0,0,1
STBHUCCB_RS14470,0,1,1,0,0,0,0
STBHUCCB_RS14480,0,0,0,0,0,1,0
STBHUCCB_RS14485,1,0,0,1,0,0,0
STBHUCCB_RS14490,0,0,1,1,1,1,1
STBHUCCB_RS14495,0,0,0,0,0,1,0
STBHUCCB_RS14500,0,0,0,0,1,0,0
STBHUCCB_RS14505,0,1,0,0,0,0,0
STBHUCCB_RS14510,0,1,0,0,0,0,0
STBHUCCB_RS14520,0,0,0,1,0,0,0
STBHUCCB_RS14525,0,1,0,0,0,0,0
STBHUCCB_RS14530,1,0,0,0,0,0,1
STBHUCCB_RS14535,1,0,0,0,0,1,0
STBHUCCB_RS14540,1,0,0,0,0,0,0
STBHUCCB_RS14545,0,0,0,1,0,1,0
STBHUCCB_RS14550,0,0,0,0,1,0,0
STBHUCCB_RS14560,0,0,0,0,0,1,0
STBHUCCB_RS14565,0,0,0,1,0,0,0
STBHUCCB_RS14570,1,0,0,1,0,0,0
STBHUCCB_RS14580,0,0,0,1,0,0,0
STBHUCCB_RS14600,1,0,0,1,0,0,0
STBHUCCB_RS14605,0,0,0,0,0,1,0
STBHUCCB_RS14610,0,0,0,0,0,1,0
STBHUCCB_RS14615,0,0,1,0,0,0,0
STBHUCCB_RS14625,0,0,0,1,0,1,0
STBHUCCB_RS14630,0,0,0,0,0,1,0
STBHUCCB_RS14640,1,0,0,0,0,0,0
STBHUCCB_RS14645,0,0,0,1,0,0,0
STBHUCCB_RS14650,0,0,0,0,1,0,0
STBHUCCB_RS14670,0,0,0,0,1,1,0
STBHUCCB_RS14675,0,0,1,0,0,0,0
STBHUCCB_RS14680,0,0,0,0,1,0,0
STBHUCCB_RS14685,0,0,0,1,0,0,0
STBHUCCB_RS14690,0,0,0,1,0,0,0
STBHUCCB_RS14695,0,0,0,1,0,0,0
STBHUCCB_RS14700,0,0,1,0,0,0,0
STBHUCCB_RS14705,0,0,1,0,0,0,0
STBHUCCB_RS14710,0,0,0,1,1,0,0
STBHUCCB_RS14715,0,0,0,0,0,0,1
STBHUCCB_RS14720,0,0,1,0,0,0,0
STBHUCCB_RS14740,0,0,0,1,1,0,0
STBHUCCB_RS14745,1,0,0,0,0,0,0
STBHUCCB_RS14750,0,0,1,0,0,0,0
STBHUCCB_RS14755,1,0,0,1,0,0,0
STBHUCCB_RS14760,1,0,0,0,0,1,0
STBHUCCB_RS14765,1,0,0,0,0,0,0
STBHUCCB_RS14770,1,0,1,0,0,1,0
STBHUCCB_RS14785,0,0,0,0,1,0,0
STBHUCCB_RS14795,0,0,1,0,0,0,0
STBHUCCB_RS14810,0,0,1,0,0,0,0
STBHUCCB_RS14815,1,0,0,0,1,0,0
STBHUCCB_RS14820,0,0,0,1,0,0,0
STBHUCCB_RS14825,1,0,1,1,0,1,0
STBHUCCB_RS14830,0,0,1,0,0,0,0
STBHUCCB_RS14845,1,0,0,0,0,0,0
STBHUCCB_RS14850,0,0,1,0,1,0,1
STBHUCCB_RS14855,0,1,0,0,0,1,0
STBHUCCB_RS14860,0,1,1,0,0,0,0
STBHUCCB_RS14865,1,1,1,0,0,0,0
STBHUCCB_RS14870,0,1,1,0,0,0,0
STBHUCCB_RS14885,1,0,0,1,0,0,0
STBHUCCB_RS14895,0,0,0,1,1,0,0
STBHUCCB_RS14900,1,0,0,1,1,1,0
STBHUCCB_RS14910,0,0,1,0,0,0,0
STBHUCCB_RS14915,0,0,1,0,0,0,1
STBHUCCB_RS14920,0,0,1,0,0,0,0
STBHUCCB_RS14940,0,0,0,0,0,1,0
STBHUCCB_RS14955,0,0,0,0,0,0,1
STBHUCCB_RS14960,0,1,0,0,1,0,0
STBHUCCB_RS14975,0,0,0,0,0,1,0
STBHUCCB_RS14980,0,0,0,0,0,1,0
STBHUCCB_RS14995,0,0,1,0,0,0,0
STBHUCCB_RS15000,0,0,0,1,1,0,1
STBHUCCB_RS15005,0,1,0,1,0,1,0
STBHUCCB_RS15010,0,1,0,1,0,0,0
STBHUCCB_RS15020,0,1,0,0,0,0,0
STBHUCCB_RS15030,0,1,0,0,0,0,0
STBHUCCB_RS15035,0,1,0,1,0,0,0
STBHUCCB_RS15040,0,0,1,1,0,0,0
STBHUCCB_RS15045,0,0,1,0,0,0,0
STBHUCCB_RS15060,0,0,0,0,0,1,0
STBHUCCB_RS15065,1,0,0,0,0,0,0
STBHUCCB_RS15075,0,0,0,0,1,1,0
STBHUCCB_RS15085,0,0,0,0,1,0,0
STBHUCCB_RS15090,0,0,0,1,1,0,0
STBHUCCB_RS15095,1,0,0,1,0,0,0
STBHUCCB_RS15100,0,0,0,0,0,1,0
STBHUCCB_RS15110,0,0,0,1,1,0,0
STBHUCCB_RS15120,0,0,0,1,0,0,0
STBHUCCB_RS15125,0,0,0,0,0,1,0
STBHUCCB_RS15130,0,0,1,0,0,0,0
STBHUCCB_RS15135,0,0,1,0,1,0,0
STBHUCCB_RS15140,0,0,0,0,0,1,0
STBHUCCB_RS15145,1,0,0,0,0,1,1
STBHUCCB_RS15160,0,0,0,1,0,1,0
STBHUCCB_RS15165,1,0,0,0,0,1,0
STBHUCCB_RS15170,1,0,0,0,0,0,0
STBHUCCB_RS15175,0,0,0,0,0,1,0
STBHUCCB_RS15185,0,1,0,1,0,0,0
STBHUCCB_RS15190,0,1,0,1,0,0,0
STBHUCCB_RS15195,0,0,1,0,0,0,0
STBHUCCB_RS15205,1,0,0,0,0,0,0
STBHUCCB_RS15225,0,0,0,0,0,0,1
STBHUCCB_RS15235,0,0,0,1,0,0,0
STBHUCCB_RS15240,0,0,0,1,0,0,0
STBHUCCB_RS15245,0,0,0,0,0,1,0
STBHUCCB_RS15250,0,0,0,0,0,1,0
STBHUCCB_RS15255,0,0,0,0,0,1,0
STBHUCCB_RS15260,0,0,0,0,0,1,0
STBHUCCB_RS15265,0,0,0,1,1,0,0
STBHUCCB_RS15270,1,0,1,0,0,1,0
STBHUCCB_RS15275,0,0,0,1,1,0,0
STBHUCCB_RS15310,0,0,0,1,1,0,0
STBHUCCB_RS15320,0,0,0,1,0,0,0
STBHUCCB_RS15325,1,0,0,0,0,0,0
STBHUCCB_RS15330,1,0,1,0,1,0,0
STBHUCCB_RS15335,1,0,0,0,0,0,0
STBHUCCB_RS15350,1,0,0,0,1,1,0
STBHUCCB_RS15355,1,0,0,0,0,1,1
STBHUCCB_RS15390,0,1,0,0,0,0,0
STBHUCCB_RS15395,0,0,0,1,0,0,0
STBHUCCB_RS15405,0,0,1,0,0,0,0
STBHUCCB_RS15410,0,1,0,0,0,0,0
STBHUCCB_RS15430,0,1,0,1,0,0,0
STBHUCCB_RS15435,0,0,0,1,0,0,0
STBHUCCB_RS15455,0,0,0,1,0,0,0
STBHUCCB_RS15460,0,0,0,1,1,0,0
STBHUCCB_RS15465,0,0,0,1,0,0,0
STBHUCCB_RS15470,0,1,0,0,0,0,0
STBHUCCB_RS15480,0,1,0,0,0,0,0
STBHUCCB_RS15485,0,1,0,0,0,0,0
STBHUCCB_RS15495,0,0,0,0,0,1,0
STBHUCCB_RS15500,0,1,1,0,0,0,0
STBHUCCB_RS15505,0,1,0,0,0,1,0
STBHUCCB_RS15510,0,1,0,0,0,1,0
STBHUCCB_RS15515,0,0,1,0,0,0,0
STBHUCCB_RS15520,0,0,0,0,1,1,0
STBHUCCB_RS15530,1,0,0,0,0,0,0
STBHUCCB_RS15540,1,0,0,0,0,0,0
STBHUCCB_RS15545,0,0,0,1,0,0,0
STBHUCCB_RS15550,1,0,0,1,0,0,0
STBHUCCB_RS15560,0,0,0,0,0,1,0
STBHUCCB_RS15585,0,0,1,0,0,0,1
STBHUCCB_RS15590,0,0,1,0,1,1,1
STBHUCCB_RS15625,0,0,0,0,0,1,0
STBHUCCB_RS15630,1,1,0,1,0,0,0
STBHUCCB_RS15635,1,1,1,1,0,0,0
STBHUCCB_RS15655,0,1,0,0,0,0,0
STBHUCCB_RS15660,0,0,1,0,1,0,0
STBHUCCB_RS15665,1,0,0,0,0,0,0
STBHUCCB_RS15670,0,0,0,1,0,0,0
STBHUCCB_RS15675,0,0,0,0,1,0,0
STBHUCCB_RS15680,0,0,0,0,0,0,1
STBHUCCB_RS15685,1,0,0,0,0,0,0
STBHUCCB_RS15690,0,0,0,0,0,1,0
STBHUCCB_RS15695,1,0,0,0,0,0,0
STBHUCCB_RS15700,0,0,0,0,0,1,0
STBHUCCB_RS15705,0,0,1,0,0,1,0
STBHUCCB_RS15710,0,0,1,0,0,1,0
STBHUCCB_RS15715,1,0,0,0,1,0,0
STBHUCCB_RS15730,0,0,0,1,1,0,0
STBHUCCB_RS15735,0,0,0,1,0,0,0
STBHUCCB_RS15740,0,0,0,0,0,1,1
STBHUCCB_RS15745,0,0,0,1,0,0,1
STBHUCCB_RS15750,0,0,0,1,0,0,0
STBHUCCB_RS15760,0,0,0,1,1,0,0
STBHUCCB_RS15770,1,0,0,0,1,0,0
STBHUCCB_RS15775,1,0,0,0,0,0,0
STBHUCCB_RS15785,0,1,0,0,0,0,0
STBHUCCB_RS15790,1,0,0,0,0,1,0
STBHUCCB_RS15795,1,0,0,0,0,1,0
STBHUCCB_RS15800,0,0,0,0,1,1,0
STBHUCCB_RS15805,0,0,0,0,1,0,1
STBHUCCB_RS15820,0,0,0,0,1,0,0
STBHUCCB_RS15825,0,0,0,1,0,0,0
STBHUCCB_RS15830,0,0,0,0,0,1,1
STBHUCCB_RS15835,0,0,0,0,0,1,0
STBHUCCB_RS15845,0,0,0,1,0,1,0
STBHUCCB_RS15850,1,0,1,1,0,0,0
STBHUCCB_RS15855,0,0,1,0,0,0,1
STBHUCCB_RS15860,0,0,1,0,0,0,0
STBHUCCB_RS15865,1,0,0,1,0,0,0
STBHUCCB_RS15870,1,0,0,1,0,0,0
STBHUCCB_RS15875,0,0,1,0,0,0,1
STBHUCCB_RS15885,0,0,0,1,0,0,0
STBHUCCB_RS15905,0,1,0,0,0,0,0
STBHUCCB_RS15910,0,0,0,0,1,0,0
STBHUCCB_RS15925,1,0,0,1,0,0,0
STBHUCCB_RS15930,0,0,0,1,0,0,0
STBHUCCB_RS15940,1,0,0,0,1,0,0
STBHUCCB_RS15945,0,0,0,0,0,1,1
STBHUCCB_RS15955,0,0,0,0,1,0,0
STBHUCCB_RS15965,1,1,0,0,0,0,0
STBHUCCB_RS15975,0,0,0,1,1,1,0
STBHUCCB_RS15980,0,0,0,0,0,1,0
STBHUCCB_RS16000,0,0,0,0,0,1,0
STBHUCCB_RS16005,0,0,0,0,0,1,0
STBHUCCB_RS16030,0,0,0,0,0,0,1
STBHUCCB_RS16040,0,0,0,0,1,0,0
STBHUCCB_RS16055,0,0,1,0,0,0,0
STBHUCCB_RS16060,0,0,0,0,0,1,0
STBHUCCB_RS16065,1,0,0,0,1,0,0
STBHUCCB_RS16070,0,0,1,0,0,0,0
STBHUCCB_RS16080,0,0,0,0,1,0,0
STBHUCCB_RS16090,0,0,1,0,0,0,0
STBHUCCB_RS16100,1,0,0,1,0,0,0
STBHUCCB_RS16105,0,0,0,1,0,0,0
STBHUCCB_RS16120,1,0,0,0,1,1,0
STBHUCCB_RS16125,0,0,0,1,1,0,0
STBHUCCB_RS16140,1,0,0,0,0,0,0
STBHUCCB_RS16145,0,0,0,0,1,0,0
STBHUCCB_RS16150,0,0,0,0,1,0,0
STBHUCCB_RS16155,1,0,0,0,0,0,0
STBHUCCB_RS16160,1,0,0,0,0,1,0
STBHUCCB_RS16165,0,0,0,0,1,0,0
STBHUCCB_RS16170,1,0,0,0,0,0,0
STBHUCCB_RS16175,1,0,0,0,0,0,1
STBHUCCB_RS16180,1,0,0,0,0,0,1
STBHUCCB_RS16185,0,0,0,0,1,0,0
STBHUCCB_RS16200,1,0,0,0,0,0,0
STBHUCCB_RS16205,0,0,0,0,1,0,0
STBHUCCB_RS16220,1,0,0,0,0,0,0
STBHUCCB_RS16225,1,0,0,0,1,0,0
STBHUCCB_RS16240,0,0,0,1,0,0,0
STBHUCCB_RS16245,0,0,0,1,0,0,0
STBHUCCB_RS16255,0,0,0,1,0,0,0
STBHUCCB_RS16260,0,0,0,1,0,0,0
